Group,ID
Baleen whales,1
Toothed whales,2
Sperm whales,3
Beaked whales,4
Walrus&Bearded seals,5
Seals,6
Steller sea lions,7
Pisc. birds,8
Adult pollock2+,9
Juv. pollock0-1,10
O.Dem.Fish,11
Large Flatfish,12
Small Flatfish,13
Shallow Pelagics,14
Deep Pelagics,15
Deepwater fish,16
Jellyfish,17
Cephalopods,18
Benth.P.Feeders,19
Infauna,20
Epifauna,21
Large Zoops,22
Herb. Zoops.,23
Phytoplankton,24
Discards,25
Detritus,26
